age,amount,category,customer,fraud,gender,merchant,step,t_0|d,t_0|dw,t_1|d,t_1|dw,t_2|d,t_2|dw,t_3|d,t_3|dw,t_4|d,t_4|dw,t_5|d,t_5|dw,t_6|d,t_6|dw,t_7|d,t_7|dw,t_8|d,t_8|dw,t_9|d,t_9|dw,w|t_0,w|t_1,w|t_2,w|t_3,w|t_4,w|t_5,w|t_6,w|t_7,w|t_8,w|t_9
'4',14.39,'es_hyper','C1549322511',0,'M','M855959430',16,0.20279273,0.0,0.21522267,0.0,0.0056096152,0.9992110729217528,0.0859511,0.0,0.15564936,0.0,0.013570887,0.0,0.3212036,0.0007888685213401914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3770509e-05,0.00048849947,0.0006987972,0.00026227307000000003
'4',22.54,'es_transportation','C1549322511',0,'M','M348934600',17,0.20279273,0.2183137685060501,0.21522267,0.2462833374738693,0.0056096152,0.0,0.0859511,0.08891306072473526,0.15564936,0.15841738879680636,0.013570887,0.0,0.3212036,0.2880724668502808,0.0,0.0,0.0,0.0,0.0,0.0,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',36.45,'es_transportation','C1549322511',0,'M','M348934600',18,0.20279273,0.2183137685060501,0.21522267,0.2462833374738693,0.0056096152,0.0,0.0859511,0.08891306072473526,0.15564936,0.15841738879680636,0.013570887,0.0,0.3212036,0.2880724668502808,0.0,0.0,0.0,0.0,0.0,0.0,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',43.98,'es_transportation','C1549322511',0,'M','M348934600',19,0.20279273,0.2183137685060501,0.21522267,0.2462833374738693,0.0056096152,0.0,0.0859511,0.08891306072473526,0.15564936,0.15841738879680636,0.013570887,0.0,0.3212036,0.2880724668502808,0.0,0.0,0.0,0.0,0.0,0.0,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',6.01,'es_transportation','C1549322511',0,'M','M348934600',20,0.20279273,0.2183137685060501,0.21522267,0.2462833374738693,0.0056096152,0.0,0.0859511,0.08891306072473526,0.15564936,0.15841738879680636,0.013570887,0.0,0.3212036,0.2880724668502808,0.0,0.0,0.0,0.0,0.0,0.0,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',33.82,'es_transportation','C1549322511',0,'M','M348934600',21,0.20279273,0.2183137685060501,0.21522267,0.2462833374738693,0.0056096152,0.0,0.0859511,0.08891306072473526,0.15564936,0.15841738879680636,0.013570887,0.0,0.3212036,0.2880724668502808,0.0,0.0,0.0,0.0,0.0,0.0,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',44.42,'es_transportation','C1549322511',0,'M','M348934600',22,0.20279273,0.2183137685060501,0.21522267,0.2462833374738693,0.0056096152,0.0,0.0859511,0.08891306072473526,0.15564936,0.15841738879680636,0.013570887,0.0,0.3212036,0.2880724668502808,0.0,0.0,0.0,0.0,0.0,0.0,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',62.7,'es_transportation','C1549322511',0,'M','M348934600',23,0.20279273,0.2183137685060501,0.21522267,0.2462833374738693,0.0056096152,0.0,0.0859511,0.08891306072473526,0.15564936,0.15841738879680636,0.013570887,0.0,0.3212036,0.2880724668502808,0.0,0.0,0.0,0.0,0.0,0.0,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',18.64,'es_transportation','C1549322511',0,'M','M348934600',24,0.20279273,0.2183137685060501,0.21522267,0.2462833374738693,0.0056096152,0.0,0.0859511,0.08891306072473526,0.15564936,0.15841738879680636,0.013570887,0.0,0.3212036,0.2880724668502808,0.0,0.0,0.0,0.0,0.0,0.0,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',24.9,'es_transportation','C1549322511',0,'M','M348934600',25,0.20279273,0.2183137685060501,0.21522267,0.2462833374738693,0.0056096152,0.0,0.0859511,0.08891306072473526,0.15564936,0.15841738879680636,0.013570887,0.0,0.3212036,0.2880724668502808,0.0,0.0,0.0,0.0,0.0,0.0,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
