age,amount,category,customer,fraud,gender,merchant,step,t_0|d,t_0|dw,t_1|d,t_1|dw,t_2|d,t_2|dw,t_3|d,t_3|dw,t_4|d,t_4|dw,t_5|d,t_5|dw,t_6|d,t_6|dw,t_7|d,t_7|dw,t_8|d,t_8|dw,t_9|d,t_9|dw,w|t_0,w|t_1,w|t_2,w|t_3,w|t_4,w|t_5,w|t_6,w|t_7,w|t_8,w|t_9
'2',116.66,'es_health','C846596637',0,'M','M480139044',9,0.15127861,0.012337042950093744,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.0,0.40908632,0.036140255630016334,0.058719665,0.9483159184455872,0.013058196000000001,0.0016328055644407866,0.015546006000000001,0.00031002800096757715,0.0,0.0,0.07930818,0.0012639416381716726,0.0050434005,0.0,0.0,0.0,0.005471134599999999,1.0,0.007741132800000001,0.0012369707,0.0021474906,0.0009870552
'2',55.66,'es_wellnessandbeauty','C846596637',0,'M','M1535107174',27,0.15127861,0.06689930707216263,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.021402157843112942,0.40908632,0.0,0.058719665,0.0,0.013058196000000001,1.7945767467608675e-05,0.015546006000000001,2.7137837605550885e-05,0.0,0.0,0.07930818,0.9116533994674684,0.038279865,0.0,0.0,0.02329183,0.0,0.0,0.00011908813999999998,0.00015155497,0.00015661806,0.99650764
'2',209.13,'es_health','C846596637',0,'M','M480139044',45,0.15127861,0.012337042950093744,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.0,0.40908632,0.036140255630016334,0.058719665,0.9483159184455872,0.013058196000000001,0.0016328055644407866,0.015546006000000001,0.00031002800096757715,0.0,0.0,0.07930818,0.0012639416381716726,0.0050434005,0.0,0.0,0.0,0.005471134599999999,1.0,0.007741132800000001,0.0012369707,0.0021474906,0.0009870552
'2',124.19,'es_health','C846596637',0,'M','M50039827',45,0.15127861,0.012337042950093744,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.0,0.40908632,0.036140255630016334,0.058719665,0.9483159184455872,0.013058196000000001,0.0016328055644407866,0.015546006000000001,0.00031002800096757715,0.0,0.0,0.07930818,0.0012639416381716726,0.0050434005,0.0,0.0,0.0,0.005471134599999999,1.0,0.007741132800000001,0.0012369707,0.0021474906,0.0009870552
'2',111.99,'es_health','C846596637',0,'M','M480139044',84,0.15127861,0.012337042950093744,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.0,0.40908632,0.036140255630016334,0.058719665,0.9483159184455872,0.013058196000000001,0.0016328055644407866,0.015546006000000001,0.00031002800096757715,0.0,0.0,0.07930818,0.0012639416381716726,0.0050434005,0.0,0.0,0.0,0.005471134599999999,1.0,0.007741132800000001,0.0012369707,0.0021474906,0.0009870552
'2',68.89,'es_health','C846596637',0,'M','M50039827',84,0.15127861,0.012337042950093744,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.0,0.40908632,0.036140255630016334,0.058719665,0.9483159184455872,0.013058196000000001,0.0016328055644407866,0.015546006000000001,0.00031002800096757715,0.0,0.0,0.07930818,0.0012639416381716726,0.0050434005,0.0,0.0,0.0,0.005471134599999999,1.0,0.007741132800000001,0.0012369707,0.0021474906,0.0009870552
'2',4.21,'es_wellnessandbeauty','C846596637',0,'M','M1535107174',88,0.15127861,0.06689930707216263,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.021402157843112942,0.40908632,0.0,0.058719665,0.0,0.013058196000000001,1.7945767467608675e-05,0.015546006000000001,2.7137837605550885e-05,0.0,0.0,0.07930818,0.9116533994674684,0.038279865,0.0,0.0,0.02329183,0.0,0.0,0.00011908813999999998,0.00015155497,0.00015661806,0.99650764
'2',59.04,'es_wellnessandbeauty','C846596637',0,'M','M1198415165',88,0.15127861,0.06689930707216263,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.021402157843112942,0.40908632,0.0,0.058719665,0.0,0.013058196000000001,1.7945767467608675e-05,0.015546006000000001,2.7137837605550885e-05,0.0,0.0,0.07930818,0.9116533994674684,0.038279865,0.0,0.0,0.02329183,0.0,0.0,0.00011908813999999998,0.00015155497,0.00015661806,0.99650764
'2',28.63,'es_wellnessandbeauty','C846596637',0,'M','M209847108',92,0.15127861,0.06689930707216263,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.021402157843112942,0.40908632,0.0,0.058719665,0.0,0.013058196000000001,1.7945767467608675e-05,0.015546006000000001,2.7137837605550885e-05,0.0,0.0,0.07930818,0.9116533994674684,0.038279865,0.0,0.0,0.02329183,0.0,0.0,0.00011908813999999998,0.00015155497,0.00015661806,0.99650764
'2',50.06,'es_wellnessandbeauty','C846596637',0,'M','M1198415165',92,0.15127861,0.06689930707216263,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.021402157843112942,0.40908632,0.0,0.058719665,0.0,0.013058196000000001,1.7945767467608675e-05,0.015546006000000001,2.7137837605550885e-05,0.0,0.0,0.07930818,0.9116533994674684,0.038279865,0.0,0.0,0.02329183,0.0,0.0,0.00011908813999999998,0.00015155497,0.00015661806,0.99650764
'2',90.09,'es_wellnessandbeauty','C846596637',0,'M','M1535107174',92,0.15127861,0.06689930707216263,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.021402157843112942,0.40908632,0.0,0.058719665,0.0,0.013058196000000001,1.7945767467608675e-05,0.015546006000000001,2.7137837605550885e-05,0.0,0.0,0.07930818,0.9116533994674684,0.038279865,0.0,0.0,0.02329183,0.0,0.0,0.00011908813999999998,0.00015155497,0.00015661806,0.99650764
'2',27.98,'es_transportation','C846596637',0,'M','M348934600',93,0.15127861,0.18495644629001615,0.1820317,0.23593856394290924,0.011346098999999998,0.0,0.07962514,0.09320515394210817,0.40908632,0.4726240038871765,0.058719665,0.0,0.013058196000000001,0.013255372643470764,0.015546006000000001,3.1871331884758547e-06,0.0,0.0,0.07930818,1.7324478903901763e-05,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'2',19.98,'es_transportation','C846596637',0,'M','M348934600',94,0.15127861,0.18495644629001615,0.1820317,0.23593856394290924,0.011346098999999998,0.0,0.07962514,0.09320515394210817,0.40908632,0.4726240038871765,0.058719665,0.0,0.013058196000000001,0.013255372643470764,0.015546006000000001,3.1871331884758547e-06,0.0,0.0,0.07930818,1.7324478903901763e-05,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'2',10.69,'es_transportation','C846596637',0,'M','M348934600',96,0.15127861,0.18495644629001615,0.1820317,0.23593856394290924,0.011346098999999998,0.0,0.07962514,0.09320515394210817,0.40908632,0.4726240038871765,0.058719665,0.0,0.013058196000000001,0.013255372643470764,0.015546006000000001,3.1871331884758547e-06,0.0,0.0,0.07930818,1.7324478903901763e-05,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'2',37.71,'es_transportation','C846596637',0,'M','M348934600',97,0.15127861,0.18495644629001615,0.1820317,0.23593856394290924,0.011346098999999998,0.0,0.07962514,0.09320515394210817,0.40908632,0.4726240038871765,0.058719665,0.0,0.013058196000000001,0.013255372643470764,0.015546006000000001,3.1871331884758547e-06,0.0,0.0,0.07930818,1.7324478903901763e-05,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'2',57.66,'es_transportation','C846596637',0,'M','M348934600',98,0.15127861,0.18495644629001615,0.1820317,0.23593856394290924,0.011346098999999998,0.0,0.07962514,0.09320515394210817,0.40908632,0.4726240038871765,0.058719665,0.0,0.013058196000000001,0.013255372643470764,0.015546006000000001,3.1871331884758547e-06,0.0,0.0,0.07930818,1.7324478903901763e-05,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'2',100.72,'es_wellnessandbeauty','C846596637',1,'M','M1535107174',99,0.15127861,0.06689930707216263,0.1820317,0.0,0.011346098999999998,0.0,0.07962514,0.021402157843112942,0.40908632,0.0,0.058719665,0.0,0.013058196000000001,1.7945767467608675e-05,0.015546006000000001,2.7137837605550885e-05,0.0,0.0,0.07930818,0.9116533994674684,0.038279865,0.0,0.0,0.02329183,0.0,0.0,0.00011908813999999998,0.00015155497,0.00015661806,0.99650764
