age,amount,category,customer,fraud,gender,merchant,step,t_0|d,t_0|dw,t_1|d,t_1|dw,t_2|d,t_2|dw,t_3|d,t_3|dw,t_4|d,t_4|dw,t_5|d,t_5|dw,t_6|d,t_6|dw,t_7|d,t_7|dw,t_8|d,t_8|dw,t_9|d,t_9|dw,w|t_0,w|t_1,w|t_2,w|t_3,w|t_4,w|t_5,w|t_6,w|t_7,w|t_8,w|t_9
'4',28.01,'es_transportation','C1055164842',0,'M','M348934600',3,0.21760051,0.2403920888900757,0.20786484,0.24395319819450376,0.0,0.0,0.121526845,0.12874561548233032,0.10878147,0.11351507157087325,0.012536943,0.0,0.29723847,0.273387223482132,0.0,0.0,0.0,0.0,0.034450800000000004,6.8120511969027575e-06,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',16.3,'es_transportation','C1055164842',0,'M','M348934600',4,0.21760051,0.2403920888900757,0.20786484,0.24395319819450376,0.0,0.0,0.121526845,0.12874561548233032,0.10878147,0.11351507157087325,0.012536943,0.0,0.29723847,0.273387223482132,0.0,0.0,0.0,0.0,0.034450800000000004,6.8120511969027575e-06,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',37.9,'es_transportation','C1055164842',0,'M','M348934600',5,0.21760051,0.2403920888900757,0.20786484,0.24395319819450376,0.0,0.0,0.121526845,0.12874561548233032,0.10878147,0.11351507157087325,0.012536943,0.0,0.29723847,0.273387223482132,0.0,0.0,0.0,0.0,0.034450800000000004,6.8120511969027575e-06,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',8.78,'es_transportation','C1055164842',0,'M','M348934600',6,0.21760051,0.2403920888900757,0.20786484,0.24395319819450376,0.0,0.0,0.121526845,0.12874561548233032,0.10878147,0.11351507157087325,0.012536943,0.0,0.29723847,0.273387223482132,0.0,0.0,0.0,0.0,0.034450800000000004,6.8120511969027575e-06,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',43.93,'es_transportation','C1055164842',0,'M','M348934600',7,0.21760051,0.2403920888900757,0.20786484,0.24395319819450376,0.0,0.0,0.121526845,0.12874561548233032,0.10878147,0.11351507157087325,0.012536943,0.0,0.29723847,0.273387223482132,0.0,0.0,0.0,0.0,0.034450800000000004,6.8120511969027575e-06,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',46.6,'es_transportation','C1055164842',0,'M','M348934600',8,0.21760051,0.2403920888900757,0.20786484,0.24395319819450376,0.0,0.0,0.121526845,0.12874561548233032,0.10878147,0.11351507157087325,0.012536943,0.0,0.29723847,0.273387223482132,0.0,0.0,0.0,0.0,0.034450800000000004,6.8120511969027575e-06,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',14.81,'es_transportation','C1055164842',0,'M','M348934600',9,0.21760051,0.2403920888900757,0.20786484,0.24395319819450376,0.0,0.0,0.121526845,0.12874561548233032,0.10878147,0.11351507157087325,0.012536943,0.0,0.29723847,0.273387223482132,0.0,0.0,0.0,0.0,0.034450800000000004,6.8120511969027575e-06,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',5.0,'es_transportation','C1055164842',0,'M','M348934600',10,0.21760051,0.2403920888900757,0.20786484,0.24395319819450376,0.0,0.0,0.121526845,0.12874561548233032,0.10878147,0.11351507157087325,0.012536943,0.0,0.29723847,0.273387223482132,0.0,0.0,0.0,0.0,0.034450800000000004,6.8120511969027575e-06,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',35.1,'es_transportation','C1055164842',0,'M','M348934600',11,0.21760051,0.2403920888900757,0.20786484,0.24395319819450376,0.0,0.0,0.121526845,0.12874561548233032,0.10878147,0.11351507157087325,0.012536943,0.0,0.29723847,0.273387223482132,0.0,0.0,0.0,0.0,0.034450800000000004,6.8120511969027575e-06,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
'4',13.94,'es_transportation','C1055164842',0,'M','M348934600',13,0.21760051,0.2403920888900757,0.20786484,0.24395319819450376,0.0,0.0,0.121526845,0.12874561548233032,0.10878147,0.11351507157087325,0.012536943,0.0,0.29723847,0.273387223482132,0.0,0.0,0.0,0.0,0.034450800000000004,6.8120511969027575e-06,0.94165164,1.0,0.0,0.90252244,0.89106715,0.0,0.7826550999999999,0.0001583679,0.0001744541,0.00016849345000000002
